row_id,page_id,page_title,contributor,timestamp,creation_dt,topic,opinion,clean_opinion,turn,segmentation,type,subtype,type_r1,subtype_r1,type_r2,subtype_r2,stance,sentiment,url
32,6049652,Nicolás Maduro,Pedroacadenasf,1484086487,1/10/17 22:14,abandono del cargo,"ante lo anteriormente expuesto, no hay que hacer ningún cambio y nicolás maduro sigue siendo el presidente de la república.","ante lo anteriormente expuesto, no hay que hacer ningún cambio y nicolás maduro sigue siendo el presidente de la república.",13,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
33,6049652,Nicolás Maduro,Pedroacadenasf,1484086487,1/10/17 22:14,abandono del cargo,lo que si puede ponerse es una nota (los editores más experimentados sabrán donde y cómo editarla) explicando este decreto de la an y el conflicto de poderes que impide su cumplimiento y/o reconocimiento.,lo que si puede ponerse es una nota (los editores más experimentados sabrán donde y cómo editarla) explicando este decreto de la an y el conflicto de poderes que impide su cumplimiento y/o reconocimiento.,13,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
34,6049652,Nicolás Maduro,Pedroacadenasf,1484086487,1/10/17 22:14,abandono del cargo,"en conclusión, wikipedia no tiene una función propagandística ni de protesta, es un sitio de consulta de lo que sucede actualmente.","en conclusión, wikipedia no tiene una función propagandística ni de protesta, es un sitio de consulta de lo que sucede actualmente.",13,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
35,6049652,Nicolás Maduro,Globalstrategos,1484086487,1/10/17 22:14,abandono del cargo,"saludos,","saludos,",14,OK,INTERPERSONAL,ATT,,ATT+,,ATT+,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
36,6049652,Nicolás Maduro,Pedroacadenasf,1484088333,1/10/17 22:45,abandono del cargo,--pedroc (discusión) 22:45 10 ene 2017 (utc),--pedroc (discusión) 22:45 10 ene 2017 (utc),15,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
37,6049652,Nicolás Maduro,191.85.191.79,1480208373,11/27/16 0:59,movimiento de países no alineados,debe agregarse el cuadro de secretario general del movimiento de países no alineados como sucesor de hosni mubarak,debe agregarse el cuadro de secretario general del movimiento de países no alineados como sucesor de hosni mubarak,16,OK,ARGUMENTATIVE,CM,,CM,,CM,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
38,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""",me gustaría añadir al artículo una información relevante.,me gustaría añadir al artículo una información relevante.,17,OK,ARGUMENTATIVE,CM,,CM,,CM,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
39,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""",pero encuentro que no se le puede editar actualmente.,pero encuentro que no se le puede editar actualmente.,17,OK,PERFORMATIVE,PPC,,PPC,,PPC,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
40,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""","por eso suministro a alguien más ducho que yo en el manejo de wikipedia esta información, que se encuentra bastante referenciada en diversas páginas:","por eso suministro a alguien más ducho que yo en el manejo de wikipedia esta información, que se encuentra bastante referenciada en diversas páginas:",17,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
41,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""","en marzo de 2014, nicolás maduro, en cadena nacional de radio y televisión, hizo un chiste denigrante y procaz contra henrique capriles radonski, al que le puso el mote de ""chucky lucky"" y del cual dijo que había sido violado en la selva por un gorila.","en marzo de 2014, nicolás maduro, en cadena nacional de radio y televisión, hizo un chiste denigrante y procaz contra henrique capriles radonski, al que le puso el mote de ""chucky lucky"" y del cual dijo que había sido violado en la selva por un gorila.",17,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
42,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""","estas páginas dan cuenta de eso, aunque podrían encontrarse más fuentes:","estas páginas dan cuenta de eso, aunque podrían encontrarse más fuentes:",17,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
43,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""",http://infovnzla.com/2014/03/22/presidente-de-venezuela-arremete-con-palabras-agresivas-y-fuerza-bruta/,http://infovnzla.com/2014/03/22/presidente-de-venezuela-arremete-con-palabras-agresivas-y-fuerza-bruta/,17,OK,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
44,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""",http://diariodecaracas.com/blog/david-bonyuet/volver,http://diariodecaracas.com/blog/david-bonyuet/volver,17,OK,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
45,6049652,Nicolás Maduro,200.5.167.151,1436972015,7/15/15 14:53,"favor aportar a la sección 6.3 ""comentarios homofóbicos e insultos""",--200.5.167.151 (discusión) 14:53 15 jul 2015 (utc),--200.5.167.151 (discusión) 14:53 15 jul 2015 (utc),17,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
46,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383622016,11/5/13 3:26,sobre sección de críticas,"aunque estoy totalmente deacuerdo con la necesidad de un espacio para críticas, creo que hay que balancearlas.","aunque estoy totalmente deacuerdo con la necesidad de un espacio para críticas, creo que hay que balancearlas.",18,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
47,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383622016,11/5/13 3:26,sobre sección de críticas,"por ejemplo la parte que dice que el país vive ""una aguda crisis económica"" es polémica porque en todos los meses que ha gobernado maduro la economía ha crecido (segundo trimestre, tercer trimestre de 2013), lo correcto seria decir que la oposicion considera que existe una aguda crisis económica, porque de hecho en el segundo trimestre la economía crecio 5 veces mas rapido que el primer trimestre del año (2,6% en el 2013 frente al 0,5% del 2013)...","por ejemplo la parte que dice que el país vive ""una aguda crisis económica"" es polémica porque en todos los meses que ha gobernado maduro la economía ha crecido (segundo trimestre, tercer trimestre de 2013), lo correcto seria decir que la oposicion considera que existe una aguda crisis económica, porque de hecho en el segundo trimestre la economía crecio 5 veces mas rapido que el primer trimestre del año (2,6% en el 2013 frente al 0,5% del 2013)...",18,OK,PERFORMATIVE,IC,,IC,,IC,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
48,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383622016,11/5/13 3:26,sobre sección de críticas,"http://elimpulso.com/articulo/bcv-pib-crecio-2-6-en-el-segundo-trimestre-de-2013# es lo mismo con lo de la corrupción, se habla de ""escandalos de corrupción que aquejan al gobierno central"" esto aunque es cierto, es tendencioso porque ignora el hecho de que en la oposicion tambien hay escandalos muy notorios de corrupción y de que el gobierno promueve una campaña contra la corrupción en general.--waraira (discusión) 03:26 5 nov 2013 (utc)","http://elimpulso.com/articulo/bcv-pib-crecio-2-6-en-el-segundo-trimestre-de-2013# es lo mismo con lo de la corrupción, se habla de ""escandalos de corrupción que aquejan al gobierno central"" esto aunque es cierto, es tendencioso porque ignora el hecho de que en la oposicion tambien hay escandalos muy notorios de corrupción y de que el gobierno promueve una campaña contra la corrupción en general.",18,ERROR,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
49,6049652,Nicolás Maduro,Oscar .,1383746274,11/6/13 13:57,sobre sección de críticas,":no estoy de acuerdo con este razonamiento, no porque el pib haya crecido significa que no existe crisis económica.",":no estoy de acuerdo con este razonamiento, no porque el pib haya crecido significa que no existe crisis económica.",19,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
50,6049652,Nicolás Maduro,Oscar .,1383746274,11/6/13 13:57,sobre sección de críticas,"existen numerosos indicadores económicos, algunos de ellos confeccionados por el bcv, que demuestran que existen desbalances muy marcados en la economía (i.e índice de precios al consumidor —inflación, índice de escasez).","existen numerosos indicadores económicos, algunos de ellos confeccionados por el bcv, que demuestran que existen desbalances muy marcados en la economía (i.e índice de precios al consumidor —inflación, índice de escasez).",19,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
51,6049652,Nicolás Maduro,Oscar .,1383746274,11/6/13 13:57,sobre sección de críticas,"y sobre el pib, habría que desglosarlo en los diferentes rubros de nuestra economía para observar que lo que realmente 'crece' son las actividades relacionadas a la exportación petrolera, saludos --oscar (discusión) 13:57 6 nov 2013 (utc)","y sobre el pib, habría que desglosarlo en los diferentes rubros de nuestra economía para observar que lo que realmente 'crece' son las actividades relacionadas a la exportación petrolera, saludos",19,ERROR,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
52,6049652,Nicolás Maduro,Oscar .,1383747155,11/6/13 14:12,sobre sección de críticas,"::se me pasó, sobre el tema corrupción;","::se me pasó, sobre el tema corrupción;",20,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
53,6049652,Nicolás Maduro,Oscar .,1383747155,11/6/13 14:12,sobre sección de críticas,"no es que no exista corrupción a varios estratos, sino que las principales criticas están enfocadas a instituciones del gobierno central como cadivi, la referencia es muy clara al respecto y se menciona el papel del gobierno con la campaña de lucha contra la corrupción, saludos --oscar (discusión) 14:12 6 nov 2013 (utc)","no es que no exista corrupción a varios estratos, sino que las principales criticas están enfocadas a instituciones del gobierno central como cadivi, la referencia es muy clara al respecto y se menciona el papel del gobierno con la campaña de lucha contra la corrupción, saludos ",20,ERROR,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
54,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383968895,11/9/13 3:48,sobre sección de críticas,"::: una cosa es lo que tu llamas ""desbalances en indicadores"" y otra es una ""aguda crisis económica"" la redacción no te indica que la oposicion cree que existe una ""aguda crisis económica"" te sentencia como un hecho indiscutible que existe una aguda crisis economica y eso es lo que discuto yo, que la redacción representa solo la opinion de la oposición que choca con el crecimiento economico que presentan las cifras del bcv y el gobierno.","::: una cosa es lo que tu llamas ""desbalances en indicadores"" y otra es una ""aguda crisis económica"" la redacción no te indica que la oposicion cree que existe una ""aguda crisis económica"" te sentencia como un hecho indiscutible que existe una aguda crisis economica y eso es lo que discuto yo, que la redacción representa solo la opinion de la oposición que choca con el crecimiento economico que presentan las cifras del bcv y el gobierno.",21,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
55,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383968895,11/9/13 3:48,sobre sección de críticas,"lo prudente seria explicar que existen algunos indicadores negativos como la inflación y el indice de escasez, cosas que no son discutidas ni por el gobierno ni por la oposición, que son hechos.","lo prudente seria explicar que existen algunos indicadores negativos como la inflación y el indice de escasez, cosas que no son discutidas ni por el gobierno ni por la oposición, que son hechos.",21,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
56,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383968895,11/9/13 3:48,sobre sección de críticas,"una ""aguda crisis economica"" desde mi punto de vista implicaria una recesión porque el indicador más importante de una economía es la tasa de crecimiento o decrecimiento de la economía, no todo es inflación o escasez.","una ""aguda crisis economica"" desde mi punto de vista implicaria una recesión porque el indicador más importante de una economía es la tasa de crecimiento o decrecimiento de la economía, no todo es inflación o escasez.",21,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
57,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383968895,11/9/13 3:48,sobre sección de críticas,es lo mismo con lo de la corrupción nicolas maduro no es responsable directamente por todos los casos de corrupción en el gobierno que tiene cerca de 2 millones de empleados mens si tiene 7 meses en el poder....hay un monton de casos de corrupcion en la oposición...,es lo mismo con lo de la corrupción nicolas maduro no es responsable directamente por todos los casos de corrupción en el gobierno que tiene cerca de 2 millones de empleados mens si tiene 7 meses en el poder....hay un monton de casos de corrupcion en la oposición...,21,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
58,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383968895,11/9/13 3:48,sobre sección de críticas,"en resumen el problema no son las criticas, el problema es la redacción, yo creo que la mejor forma de neutralizar sin censurar es antes de cada critica explicar quien piensa ""x"" o ""y"" cosa para que no se tome como un hecho algo que siempre tiene 2 opiniones diferentes.","en resumen el problema no son las criticas, el problema es la redacción, yo creo que la mejor forma de neutralizar sin censurar es antes de cada critica explicar quien piensa ""x"" o ""y"" cosa para que no se tome como un hecho algo que siempre tiene 2 opiniones diferentes.",21,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
59,6049652,Nicolás Maduro,Warairarepano&Guaicaipuro,1383968895,11/9/13 3:48,sobre sección de críticas,"es como si yo me metiera al articulo de henrique capriles y pusiera todas las opiniones del gobierno sobre el, como hechos y no como opiniones del gobierno, los hechos no dejan lugar a dudas, las opiniones en cambio te permiten discutir.--waraira (discusión) 03:48 9 nov 2013 (utc)","es como si yo me metiera al articulo de henrique capriles y pusiera todas las opiniones del gobierno sobre el, como hechos y no como opiniones del gobierno, los hechos no dejan lugar a dudas, las opiniones en cambio te permiten discutir.",21,ERROR,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
60,6049652,Nicolás Maduro,Oscar .,1384134768,11/11/13 1:52,sobre sección de críticas,"::::respeto la opinión, pero no la comparto.","::::respeto la opinión, pero no la comparto.",22,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
61,6049652,Nicolás Maduro,Oscar .,1384134768,11/11/13 1:52,sobre sección de críticas,"de nuevo, las afirmaciones versan sobre un tema relevante enciclopédicamente, muestran fuentes confiables y mantienen el punto de vista neutral, este no es el lugar para debatir la validez o no de un indicador económico, sino para, en base a las fuentes suministradas, balancear un artículo que anteriormente no mostraba ninguna señal de neutralidad.","de nuevo, las afirmaciones versan sobre un tema relevante enciclopédicamente, muestran fuentes confiables y mantienen el punto de vista neutral, este no es el lugar para debatir la validez o no de un indicador económico, sino para, en base a las fuentes suministradas, balancear un artículo que anteriormente no mostraba ninguna señal de neutralidad.",22,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
62,6049652,Nicolás Maduro,Oscar .,1384134768,11/11/13 1:52,sobre sección de críticas,saludos --oscar (discusión) 01:52 11 nov 2013 (utc),saludos ,22,ERROR,INTERPERSONAL,ATT,,ATT+,,ATT+,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
63,6049652,Nicolás Maduro,Alexphantom,1392586691,2/16/14 21:38,sobre sección de críticas,"""es polémica porque en todos los meses que ha gobernado maduro la economía ha crecido (segundo trimestre, tercer trimestre de 2013)""","""es polémica porque en todos los meses que ha gobernado maduro la economía ha crecido (segundo trimestre, tercer trimestre de 2013)""",23,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
64,6049652,Nicolás Maduro,Alexphantom,1392586691,2/16/14 21:38,sobre sección de críticas,"es una contradiccion que te bases en las estadisticas economicasde los gobiernos como el de venezuela y similares donde la manipulan el 100% hacia su favor y a su vez en la calle la crisis crece mas y mas y ese el mejor indicador, el mas realista.","es una contradiccion que te bases en las estadisticas economicasde los gobiernos como el de venezuela y similares donde la manipulan el 100% hacia su favor y a su vez en la calle la crisis crece mas y mas y ese el mejor indicador, el mas realista.",23,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
65,6049652,Nicolás Maduro,Alexphantom,1392586691,2/16/14 21:38,sobre sección de críticas,la escases es el mejor indicador y ese esta descontrolado por la necesidad de la poblacion.,la escases es el mejor indicador y ese esta descontrolado por la necesidad de la poblacion.,23,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
66,6049652,Nicolás Maduro,Alexphantom,1392586691,2/16/14 21:38,sobre sección de críticas,"lo demas es mentira, manipulacion.","lo demas es mentira, manipulacion.",23,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
67,6049652,Nicolás Maduro,186.166.233.246,1427913572,4/1/15 18:39,sobre sección de críticas,"ok, estoy en wikipedia, tengo 15 años pero no soy tan ""iluso"" como para no darme cuenta de que hay gente que no respeta los derechos de expresión ni los derechos humanos, aplicando sus cargos y corrupción para sentenciar a los que puedan arrebatar su mandato, en mi opinión la sección de criticas esta bien estructurada con una buena redacción, la verdad la sección de criticas debería ser mucho más larga tomando en cuenta los cuantiosos hechos que han sucedido en venezuela desde la llegada de nicolás maduro a la presidencia, su actitud opresiva y anti democrática es digna de ser juzgada.","ok, estoy en wikipedia, tengo 15 años pero no soy tan ""iluso"" como para no darme cuenta de que hay gente que no respeta los derechos de expresión ni los derechos humanos, aplicando sus cargos y corrupción para sentenciar a los que puedan arrebatar su mandato, en mi opinión la sección de criticas esta bien estructurada con una buena redacción, la verdad la sección de criticas debería ser mucho más larga tomando en cuenta los cuantiosos hechos que han sucedido en venezuela desde la llegada de nicolás maduro a la presidencia, su actitud opresiva y anti democrática es digna de ser juzgada.",24,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
68,6049652,Nicolás Maduro,186.166.233.246,1427913572,4/1/15 18:39,sobre sección de críticas,"las críticas por lo que yo pude llegar a ver en este 23/03/2015 se basan en la realidad del país y mas bien más venezolanos como yo, deberían ser libres de expresar y saber que es lo que sucede.","las críticas por lo que yo pude llegar a ver en este 23/03/2015 se basan en la realidad del país y mas bien más venezolanos como yo, deberían ser libres de expresar y saber que es lo que sucede.",24,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
69,6049652,Nicolás Maduro,186.166.233.246,1427913572,4/1/15 18:39,sobre sección de críticas,"por ello en conclusión las críticas deberían continuar en actualización, admito que no todas pero si las mas destacadas, como las sanciones con los chavistas que han estado ocurriendo desde hace ya mas de un mes con varios funcionarios chaviztas, dichas sanciones han sido con la congelación de sus cuentas bancarias, ademas de quitarles las visas que tenían, sencillamente el pueblo chavizta se ""alarmó"", por ello el presidente de la república bolivariana de venezuela, nicolás maduro anda recogiendo firmas en contra de estas sanciones mintiendo como una gran farsa acerca del número de venezolanos que firmaron el documento en contra de las sanciones.","por ello en conclusión las críticas deberían continuar en actualización, admito que no todas pero si las mas destacadas, como las sanciones con los chavistas que han estado ocurriendo desde hace ya mas de un mes con varios funcionarios chaviztas, dichas sanciones han sido con la congelación de sus cuentas bancarias, ademas de quitarles las visas que tenían, sencillamente el pueblo chavizta se ""alarmó"", por ello el presidente de la república bolivariana de venezuela, nicolás maduro anda recogiendo firmas en contra de estas sanciones mintiendo como una gran farsa acerca del número de venezolanos que firmaron el documento en contra de las sanciones.",24,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
70,6049652,Nicolás Maduro,186.166.233.246,1427913572,4/1/15 18:39,sobre sección de críticas,"sin dejar a un lado que andan sobornando a la gente con el regalo de pollo y leche si uno firma, esto no es correcto, es una clara forma de manipulación por parte del gobierno hacia la pobreza y crisis económica que anda sufriendo el venezolano actual, también es una clara forma de uso de poder que en este caso es corrupcion al pueblo venezolano.","sin dejar a un lado que andan sobornando a la gente con el regalo de pollo y leche si uno firma, esto no es correcto, es una clara forma de manipulación por parte del gobierno hacia la pobreza y crisis económica que anda sufriendo el venezolano actual, también es una clara forma de uso de poder que en este caso es corrupcion al pueblo venezolano.",24,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
71,6049652,Nicolás Maduro,186.166.233.246,1427913655,4/1/15 18:40,sobre sección de críticas,"(([[venezolano: diegof.|discusión) 02:05 a.m, 23/03/2015.","(([[venezolano: diegof.|discusión) 02:05 a.m, 23/03/2015.",24,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
72,6049652,Nicolás Maduro,The Photographer,1427918974,4/1/15 20:09,sobre sección de críticas,comentario realizado por 186.166.233.246 quién olvidó hacer login --the photographer (discusión) 20:09 1 abr 2015 (utc),comentario realizado por 186.166.233.246 quién olvidó hacer login,25,ERROR,,NRC,,NRC,,NRC,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
73,6049652,Nicolás Maduro,Leanex77,1417634609,12/3/14 19:23,sobre sección de críticas,a ver...,a ver...,26,OK,,NRC,,NRC,,NRC,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
74,6049652,Nicolás Maduro,Leanex77,1417634609,12/3/14 19:23,sobre sección de críticas,creo que se están saliendo un poco del tema.,creo que se están saliendo un poco del tema.,26,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
75,6049652,Nicolás Maduro,Leanex77,1417634609,12/3/14 19:23,sobre sección de críticas,"lo que se está discutiendo aquí no es la ""guerra económica de la oposición"", ni la ""manipulación de cifras del gobierno"" (hechos completamente polémicos, ambiguos, y no comprobados ninguno completamente).","lo que se está discutiendo aquí no es la ""guerra económica de la oposición"", ni la ""manipulación de cifras del gobierno"" (hechos completamente polémicos, ambiguos, y no comprobados ninguno completamente).",26,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
76,6049652,Nicolás Maduro,Leanex77,1417634609,12/3/14 19:23,sobre sección de críticas,"lo que se está discutiendo es el balance de la información aquí presentada: hablamos de que alrededor de un 50% de la población venezolana atribuye la situación económica al capitalismo, y el otro 50% al socialismo, y que, por ende, inducir tendenciosamente al lector a aferrarse a una de las dos versiones no es una acción neutral.","lo que se está discutiendo es el balance de la información aquí presentada: hablamos de que alrededor de un 50% de la población venezolana atribuye la situación económica al capitalismo, y el otro 50% al socialismo, y que, por ende, inducir tendenciosamente al lector a aferrarse a una de las dos versiones no es una acción neutral.",26,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
77,6049652,Nicolás Maduro,Leanex77,1417634609,12/3/14 19:23,sobre sección de críticas,"sobre este sentido me alineo con la sugerencia de waraira: ""lo prudente seria explicar que existen (...) indicadores negativos, como la inflación y el indice de escasez"", y ""explicar quien piensa «x» o «y» cosa, para que no se tome como un hecho algo que siempre tiene 2 opiniones diferentes"".","sobre este sentido me alineo con la sugerencia de waraira: ""lo prudente seria explicar que existen (...) indicadores negativos, como la inflación y el indice de escasez"", y ""explicar quien piensa «x» o «y» cosa, para que no se tome como un hecho algo que siempre tiene 2 opiniones diferentes"".",26,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
78,6049652,Nicolás Maduro,Leanex77,1417634609,12/3/14 19:23,sobre sección de críticas,"saludos, y recuerden que siempre estoy abierto a la discusión y la concertación.","saludos, y recuerden que siempre estoy abierto a la discusión y la concertación.",26,OK,INTERPERSONAL,ATT,,ATT+,,ATT+,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
79,6049652,Nicolás Maduro,Leanex77,1417634609,12/3/14 19:23,sobre sección de críticas,--leanex77 (discusión) 19:23 3 dic 2014 (utc),--leanex77 (discusión) 19:23 3 dic 2014 (utc),26,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
80,6049652,Nicolás Maduro,The Photographer,1427919546,4/1/15 20:19,sobre sección de críticas,"::mientras tenga su referencia y se expongan ambos puntos de vista con referencias de ambos puntos de vista, yo no tengo problemas.","::mientras tenga su referencia y se expongan ambos puntos de vista con referencias de ambos puntos de vista, yo no tengo problemas.",27,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
81,6049652,Nicolás Maduro,The Photographer,1427919546,4/1/15 20:19,sobre sección de críticas,"y mientras no se llegue a conclusiones polémicas en el artículo, mejor todavía, recordando que wp no es una fp, no se puede llegar a conclusiones, especialmente de tildar a x o y de chavizta u oposición.","y mientras no se llegue a conclusiones polémicas en el artículo, mejor todavía, recordando que wp no es una fp, no se puede llegar a conclusiones, especialmente de tildar a x o y de chavizta u oposición.",27,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
82,6049652,Nicolás Maduro,The Photographer,1427919546,4/1/15 20:19,sobre sección de críticas,"yo no me alineo con nadie, sin embargo, consideré oportuno plasmar mi posición respecto a este tema.","yo no me alineo con nadie, sin embargo, consideré oportuno plasmar mi posición respecto a este tema.",27,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
83,6049652,Nicolás Maduro,The Photographer,1427919546,4/1/15 20:19,sobre sección de críticas,"para mi el artículo está desbalanceado, no solamente en las críticas sino por ejemplo, en la política internacional en donde no se hace referencia a los encontronazos que se ha tenido con diferentes ong y presidentes.","para mi el artículo está desbalanceado, no solamente en las críticas sino por ejemplo, en la política internacional en donde no se hace referencia a los encontronazos que se ha tenido con diferentes ong y presidentes.",27,OK,ARGUMENTATIVE,CM,,CM,,CM,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
84,6049652,Nicolás Maduro,The Photographer,1427919546,4/1/15 20:19,sobre sección de críticas,la sección de críticas debería más bien esplayarse entre cada parrafo ofreciendo una visión estructurada y dando peso para equilibrar el pov.,la sección de críticas debería más bien esplayarse entre cada parrafo ofreciendo una visión estructurada y dando peso para equilibrar el pov.,27,OK,ARGUMENTATIVE,CS,,CS,,CS,,,https://es.wikipedia.org/wiki/Discusión:Nicolás_Maduro
